Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Wales , DEXTER , Non Dairy , M , 90 to 96 months ,6
 Wales , DEXTER , Non Dairy , M , 102+months ,19
 Wales , DEXTER X , Non Dairy , F , 0 to 6 months ,4
 Wales , DEXTER X , Non Dairy , F , 6 to 12 months ,8
 Wales , DEXTER X , Non Dairy , F , 12 to 18 months ,3
 Wales , DEXTER X , Non Dairy , F , 18 to 24 months ,8
 Wales , DEXTER X , Non Dairy , F , 24 to 30 months ,2
 Wales , DEXTER X , Non Dairy , F , 30 to 36 months ,6
 Wales , DEXTER X , Non Dairy , F , 36 to 42 months ,3
 Wales , DEXTER X , Non Dairy , F , 42 to 48 Months ,3
 Wales , DEXTER X , Non Dairy , F , 48 to 54 months ,1
 Wales , DEXTER X , Non Dairy , F , 54 to 60 months ,3
 Wales , DEXTER X , Non Dairy , F , 60 to 66 months ,2
 Wales , DEXTER X , Non Dairy , F , 72 to 78 months ,4
 Wales , DEXTER X , Non Dairy , F , 78 to 84 months ,2
 Wales , DEXTER X , Non Dairy , F , 90 to 96 months ,3
 Wales , DEXTER X , Non Dairy , F , 96 to102 months ,1
 Wales , DEXTER X , Non Dairy , F , 102+months ,12
 Wales , DEXTER X , Non Dairy , M , 0 to 6 months ,5
 Wales , DEXTER X , Non Dairy , M , 6 to 12 months ,11
 Wales , DEXTER X , Non Dairy , M , 12 to 18 months ,6
 Wales , DEXTER X , Non Dairy , M , 18 to 24 months ,6
 Wales , DEXTER X , Non Dairy , M , 24 to 30 months ,1
 Wales , DEXTER X , Non Dairy , M , 30 to 36 months ,1
 Wales , DEXTER X , Non Dairy , M , 36 to 42 months ,2
 Wales , DEXTER X , Non Dairy , M , 54 to 60 months ,2
 Wales , DEXTER X , Non Dairy , M , 102+months ,1
 Wales , ENGLISH PARK , Non Dairy , F , 36 to 42 months ,2
 Wales , ESTONIAN RED , Dairy , F , 60 to 66 months ,1
 Wales , ESTONIAN RED , Dairy , M , 0 to 6 months ,1
 Wales , FLECKVIEH , Dairy , F , 0 to 6 months ,16
 Wales , FLECKVIEH , Dairy , F , 6 to 12 months ,2
 Wales , FLECKVIEH , Dairy , F , 12 to 18 months ,10
 Wales , FLECKVIEH , Dairy , F , 18 to 24 months ,1
 Wales , FLECKVIEH , Dairy , F , 24 to 30 months ,3
 Wales , FLECKVIEH , Dairy , F , 30 to 36 months ,21
 Wales , FLECKVIEH , Dairy , F , 36 to 42 months ,10
 Wales , FLECKVIEH , Dairy , F , 48 to 54 months ,1
 Wales , FLECKVIEH , Dairy , M , 0 to 6 months ,10
 Wales , FLECKVIEH , Dairy , M , 6 to 12 months ,7
 Wales , FLECKVIEH , Dairy , M , 12 to 18 months ,2
 Wales , FLECKVIEH , Dairy , M , 24 to 30 months ,1
 Wales , FLECKVIEH , Dairy , M , 42 to 48 Months ,1
 Wales , FLECKVIEH CROSS , Dairy , F , 0 to 6 months ,127
 Wales , FLECKVIEH CROSS , Dairy , F , 6 to 12 months ,15
 Wales , FLECKVIEH CROSS , Dairy , F , 12 to 18 months ,60
 Wales , FLECKVIEH CROSS , Dairy , F , 18 to 24 months ,8
 Wales , FLECKVIEH CROSS , Dairy , F , 24 to 30 months ,36
 Wales , FLECKVIEH CROSS , Dairy , F , 30 to 36 months ,10
 Wales , FLECKVIEH CROSS , Dairy , F , 36 to 42 months ,18
 Wales , FLECKVIEH CROSS , Dairy , F , 42 to 48 Months ,8
 Wales , FLECKVIEH CROSS , Dairy , F , 48 to 54 months ,33
 Wales , FLECKVIEH CROSS , Dairy , F , 54 to 60 months ,4
 Wales , FLECKVIEH CROSS , Dairy , F , 60 to 66 months ,2
 Wales , FLECKVIEH CROSS , Dairy , F , 72 to 78 months ,1
 Wales , FLECKVIEH CROSS , Dairy , F , 84 to 90 months ,1
 Wales , FLECKVIEH CROSS , Dairy , M , 0 to 6 months ,57
 Wales , FLECKVIEH CROSS , Dairy , M , 6 to 12 months ,29
 Wales , FLECKVIEH CROSS , Dairy , M , 12 to 18 months ,48
 Wales , FLECKVIEH CROSS , Dairy , M , 18 to 24 months ,7
 Wales , FLECKVIEH CROSS , Dairy , M , 24 to 30 months ,2
 Wales , FRIESIAN , Dairy , F , 102+months ,639
 Wales , FRIESIAN , Dairy , M , 102+months ,6
 Wales , FRIESIAN X , Dairy , F , 102+months ,23
 Wales , FRISONA ESPAGNOLA , Dairy , F , 12 to 18 months ,1
 Wales , FRISONA ESPAGNOLA , Dairy , F , 72 to 78 months ,1
 Wales , FRISONA ESPAGNOLA , Dairy , F , 102+months ,1
 Wales , FRISONA ESPAGNOLA X , Dairy , F , 90 to 96 months ,1
 Wales , GALLOWAY , Non Dairy , F , 0 to 6 months ,33
 Wales , GALLOWAY , Non Dairy , F , 6 to 12 months ,28
 Wales , GALLOWAY , Non Dairy , F , 12 to 18 months ,8
 Wales , GALLOWAY , Non Dairy , F , 18 to 24 months ,29
 Wales , GALLOWAY , Non Dairy , F , 24 to 30 months ,4
 Wales , GALLOWAY , Non Dairy , F , 30 to 36 months ,26
 Wales , GALLOWAY , Non Dairy , F , 36 to 42 months ,4
 Wales , GALLOWAY , Non Dairy , F , 42 to 48 Months ,18
 Wales , GALLOWAY , Non Dairy , F , 48 to 54 months ,3
 Wales , GALLOWAY , Non Dairy , F , 54 to 60 months ,24
 Wales , GALLOWAY , Non Dairy , F , 60 to 66 months ,11
 Wales , GALLOWAY , Non Dairy , F , 66 to 72 months ,27
 Wales , GALLOWAY , Non Dairy , F , 72 to 78 months ,13
 Wales , GALLOWAY , Non Dairy , F , 78 to 84 months ,10
 Wales , GALLOWAY , Non Dairy , F , 84 to 90 months ,6
 Wales , GALLOWAY , Non Dairy , F , 90 to 96 months ,13
 Wales , GALLOWAY , Non Dairy , F , 96 to102 months ,7
 Wales , GALLOWAY , Non Dairy , F , 102+months ,82
 Wales , GALLOWAY , Non Dairy , M , 0 to 6 months ,26
 Wales , GALLOWAY , Non Dairy , M , 6 to 12 months ,20
 Wales , GALLOWAY , Non Dairy , M , 12 to 18 months ,13
 Wales , GALLOWAY , Non Dairy , M , 18 to 24 months ,29
 Wales , GALLOWAY , Non Dairy , M , 24 to 30 months ,6
 Wales , GALLOWAY , Non Dairy , M , 30 to 36 months ,13
 Wales , GALLOWAY , Non Dairy , M , 54 to 60 months ,1
 Wales , GALLOWAY , Non Dairy , M , 60 to 66 months ,1
 Wales , GALLOWAY , Non Dairy , M , 66 to 72 months ,1
 Wales , GALLOWAY , Non Dairy , M , 90 to 96 months ,1
 Wales , GALLOWAY , Non Dairy , M , 102+months ,1
 Wales , GALLOWAY X , Non Dairy , F , 0 to 6 months ,2
 Wales , GALLOWAY X , Non Dairy , F , 12 to 18 months ,5
 Wales , GALLOWAY X , Non Dairy , F , 18 to 24 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 24 to 30 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 30 to 36 months ,1
 Wales , GALLOWAY X , Non Dairy , F , 42 to 48 Months ,3
 Wales , GALLOWAY X , Non Dairy , F , 48 to 54 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 54 to 60 months ,6
 Wales , GALLOWAY X , Non Dairy , F , 60 to 66 months ,1
 Wales , GALLOWAY X , Non Dairy , F , 66 to 72 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 72 to 78 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 78 to 84 months ,2
 Wales , GALLOWAY X , Non Dairy , F , 84 to 90 months ,5
 Wales , GALLOWAY X , Non Dairy , F , 90 to 96 months ,1
 Wales , GALLOWAY X , Non Dairy , F , 96 to102 months ,3
 Wales , GALLOWAY X , Non Dairy , F , 102+months ,13
 Wales , GALLOWAY X , Non Dairy , M , 0 to 6 months ,2
 Wales , GALLOWAY X , Non Dairy , M , 6 to 12 months ,3
 Wales , GALLOWAY X , Non Dairy , M , 12 to 18 months ,1
 Wales , GALLOWAY X , Non Dairy , M , 18 to 24 months ,2
 Wales , GALLOWAY X , Non Dairy , M , 24 to 30 months ,4
 Wales , GASCONNE , Non Dairy , F , 12 to 18 months ,4
 Wales , GASCONNE , Non Dairy , F , 66 to 72 months ,6
 Wales , GASCONNE , Non Dairy , F , 78 to 84 months ,3
 Wales , GASCONNE , Non Dairy , F , 90 to 96 months ,3
 Wales , GASCONNE , Non Dairy , M , 12 to 18 months ,4
 Wales , GASCONNE X , Non Dairy , F , 18 to 24 months ,1
 Wales , GASCONNE X , Non Dairy , F , 42 to 48 Months ,1
 Wales , GASCONNE X , Non Dairy , F , 54 to 60 months ,4
 Wales , GASCONNE X , Non Dairy , F , 60 to 66 months ,1
 Wales , GASCONNE X , Non Dairy , F , 66 to 72 months ,2
 Wales , GASCONNE X , Non Dairy , F , 90 to 96 months ,2
 Wales , GASCONNE X , Non Dairy , F , 102+months ,9
 Wales , GASCONNE X , Non Dairy , M , 18 to 24 months ,1
 Wales , GELBVIEH , Non Dairy , F , 0 to 6 months ,8
 Wales , GELBVIEH , Non Dairy , F , 6 to 12 months ,14
 Wales , GELBVIEH , Non Dairy , F , 12 to 18 months ,15
 Wales , GELBVIEH , Non Dairy , F , 18 to 24 months ,18
 Wales , GELBVIEH , Non Dairy , F , 24 to 30 months ,7
 Wales , GELBVIEH , Non Dairy , F , 30 to 36 months ,5
 Wales , GELBVIEH , Non Dairy , F , 36 to 42 months ,10
 Wales , GELBVIEH , Non Dairy , F , 42 to 48 Months ,12
 Wales , GELBVIEH , Non Dairy , F , 48 to 54 months ,4
 Wales , GELBVIEH , Non Dairy , F , 54 to 60 months ,6
 Wales , GELBVIEH , Non Dairy , F , 60 to 66 months ,6
 Wales , GELBVIEH , Non Dairy , F , 66 to 72 months ,6
 Wales , GELBVIEH , Non Dairy , F , 72 to 78 months ,6
 Wales , GELBVIEH , Non Dairy , F , 78 to 84 months ,7
 Wales , GELBVIEH , Non Dairy , F , 84 to 90 months ,6
 Wales , GELBVIEH , Non Dairy , F , 90 to 96 months ,3
 Wales , GELBVIEH , Non Dairy , F , 96 to102 months ,2
 Wales , GELBVIEH , Non Dairy , F , 102+months ,46
 Wales , GELBVIEH , Non Dairy , M , 0 to 6 months ,20
 Wales , GELBVIEH , Non Dairy , M , 6 to 12 months ,14
 Wales , GELBVIEH , Non Dairy , M , 12 to 18 months ,10
 Wales , GELBVIEH , Non Dairy , M , 18 to 24 months ,4
 Wales , GELBVIEH , Non Dairy , M , 30 to 36 months ,1
 Wales , GELBVIEH , Non Dairy , M , 54 to 60 months ,1
 Wales , GELBVIEH , Non Dairy , M , 78 to 84 months ,3
 Wales , GELBVIEH , Non Dairy , M , 102+months ,4
 Wales , GELBVIEH X , Non Dairy , F , 0 to 6 months ,6
 Wales , GELBVIEH X , Non Dairy , F , 6 to 12 months ,12
 Wales , GELBVIEH X , Non Dairy , F , 12 to 18 months ,8
 Wales , GELBVIEH X , Non Dairy , F , 18 to 24 months ,18
 Wales , GELBVIEH X , Non Dairy , F , 24 to 30 months ,4
 Wales , GELBVIEH X , Non Dairy , F , 30 to 36 months ,17
 Wales , GELBVIEH X , Non Dairy , F , 36 to 42 months ,11
 Wales , GELBVIEH X , Non Dairy , F , 42 to 48 Months ,11
 Wales , GELBVIEH X , Non Dairy , F , 48 to 54 months ,2
 Wales , GELBVIEH X , Non Dairy , F , 54 to 60 months ,3
 Wales , GELBVIEH X , Non Dairy , F , 60 to 66 months ,1
 Wales , GELBVIEH X , Non Dairy , F , 66 to 72 months ,16
 Wales , GELBVIEH X , Non Dairy , F , 72 to 78 months ,5
 Wales , GELBVIEH X , Non Dairy , F , 78 to 84 months ,11
 Wales , GELBVIEH X , Non Dairy , F , 84 to 90 months ,5
 Wales , GELBVIEH X , Non Dairy , F , 90 to 96 months ,28
 Wales , GELBVIEH X , Non Dairy , F , 96 to102 months ,13
 Wales , GELBVIEH X , Non Dairy , F , 102+months ,84
 Wales , GELBVIEH X , Non Dairy , M , 0 to 6 months ,5
 Wales , GELBVIEH X , Non Dairy , M , 6 to 12 months ,11
 Wales , GELBVIEH X , Non Dairy , M , 12 to 18 months ,8
 Wales , GELBVIEH X , Non Dairy , M , 18 to 24 months ,17
 Wales , GELBVIEH X , Non Dairy , M , 24 to 30 months ,7
 Wales , GELBVIEH X , Non Dairy , M , 30 to 36 months ,8
 Wales , GELBVIEH X , Non Dairy , M , 102+months ,1
 Wales , GLOUCESTER , Non Dairy , F , 6 to 12 months ,1
 Wales , GLOUCESTER , Non Dairy , F , 12 to 18 months ,2
 Wales , GLOUCESTER , Non Dairy , F , 18 to 24 months ,3
 Wales , GLOUCESTER , Non Dairy , F , 24 to 30 months ,2
 Wales , GLOUCESTER , Non Dairy , F , 30 to 36 months ,3
 Wales , GLOUCESTER , Non Dairy , F , 42 to 48 Months ,4
 Wales , GLOUCESTER , Non Dairy , F , 48 to 54 months ,1
 Wales , GLOUCESTER , Non Dairy , F , 66 to 72 months ,2
 Wales , GLOUCESTER , Non Dairy , F , 102+months ,3
 Wales , GLOUCESTER , Non Dairy , M , 6 to 12 months ,2
 Wales , GLOUCESTER , Non Dairy , M , 12 to 18 months ,1
 Wales , GLOUCESTER , Non Dairy , M , 18 to 24 months ,1
 Wales , GLOUCESTER , Non Dairy , M , 60 to 66 months ,1
 Wales , GLOUCESTER X , Non Dairy , F , 0 to 6 months ,2
 Wales , GLOUCESTER X , Non Dairy , F , 6 to 12 months ,2
 Wales , GLOUCESTER X , Non Dairy , F , 12 to 18 months ,3
 Wales , GLOUCESTER X , Non Dairy , F , 18 to 24 months ,2
 Wales , GLOUCESTER X , Non Dairy , F , 30 to 36 months ,3
 Wales , GLOUCESTER X , Non Dairy , F , 102+months ,1
 Wales , GLOUCESTER X , Non Dairy , M , 0 to 6 months ,2
 Wales , GLOUCESTER X , Non Dairy , M , 6 to 12 months ,3
 Wales , GRONINGER BLAARKOP , Non Dairy , F , 84 to 90 months ,1
 Wales , GRONINGER BLAARKOP , Non Dairy , F , 102+months ,1
 Wales , GRONINGER BLAARKOP X , Non Dairy , F , 102+months ,1
 Wales , GUERNSEY , Dairy , F , 0 to 6 months ,61
 Wales , GUERNSEY , Dairy , F , 6 to 12 months ,23
 Wales , GUERNSEY , Dairy , F , 12 to 18 months ,49
 Wales , GUERNSEY , Dairy , F , 18 to 24 months ,29
 Wales , GUERNSEY , Dairy , F , 24 to 30 months ,44
 Wales , GUERNSEY , Dairy , F , 30 to 36 months ,24
 Wales , GUERNSEY , Dairy , F , 36 to 42 months ,50
 Wales , GUERNSEY , Dairy , F , 42 to 48 Months ,32
 Wales , GUERNSEY , Dairy , F , 48 to 54 months ,39
 Wales , GUERNSEY , Dairy , F , 54 to 60 months ,21
 Wales , GUERNSEY , Dairy , F , 60 to 66 months ,22
 Wales , GUERNSEY , Dairy , F , 66 to 72 months ,22
 Wales , GUERNSEY , Dairy , F , 72 to 78 months ,14
 Wales , GUERNSEY , Dairy , F , 78 to 84 months ,10
 Wales , GUERNSEY , Dairy , F , 84 to 90 months ,20
 Wales , GUERNSEY , Dairy , F , 90 to 96 months ,15
 Wales , GUERNSEY , Dairy , F , 96 to102 months ,5
 Wales , GUERNSEY , Dairy , F , 102+months ,72
 Wales , GUERNSEY , Dairy , M , 0 to 6 months ,10
 Wales , GUERNSEY , Dairy , M , 6 to 12 months ,4
 Wales , GUERNSEY , Dairy , M , 12 to 18 months ,10
 Wales , GUERNSEY , Dairy , M , 18 to 24 months ,4
 Wales , GUERNSEY , Dairy , M , 24 to 30 months ,2
 Wales , GUERNSEY , Dairy , M , 30 to 36 months ,1
 Wales , GUERNSEY , Dairy , M , 36 to 42 months ,2
 Wales , GUERNSEY , Dairy , M , 42 to 48 Months ,1
 Wales , GUERNSEY , Dairy , M , 48 to 54 months ,1
 Wales , GUERNSEY , Dairy , M , 84 to 90 months ,6
 Wales , GUERNSEY X , Dairy , F , 0 to 6 months ,2
 Wales , GUERNSEY X , Dairy , F , 6 to 12 months ,7
 Wales , GUERNSEY X , Dairy , F , 12 to 18 months ,2
 Wales , GUERNSEY X , Dairy , F , 18 to 24 months ,3
 Wales , GUERNSEY X , Dairy , F , 24 to 30 months ,2
 Wales , GUERNSEY X , Dairy , F , 30 to 36 months ,3
 Wales , GUERNSEY X , Dairy , F , 36 to 42 months ,1
 Wales , GUERNSEY X , Dairy , F , 42 to 48 Months ,5
 Wales , GUERNSEY X , Dairy , F , 48 to 54 months ,3
 Wales , GUERNSEY X , Dairy , F , 54 to 60 months ,2
 Wales , GUERNSEY X , Dairy , F , 66 to 72 months ,3
 Wales , GUERNSEY X , Dairy , F , 78 to 84 months ,3
 Wales , GUERNSEY X , Dairy , F , 96 to102 months ,2
 Wales , GUERNSEY X , Dairy , F , 102+months ,8
 Wales , GUERNSEY X , Dairy , M , 0 to 6 months ,2
 Wales , GUERNSEY X , Dairy , M , 6 to 12 months ,1
 Wales , GUERNSEY X , Dairy , M , 12 to 18 months ,1
 Wales , GUERNSEY X , Dairy , M , 18 to 24 months ,2
 Wales , GUERNSEY X , Dairy , M , 24 to 30 months ,1
 Wales , HECK CROSS , Non Dairy , F , 18 to 24 months ,1
 Wales , HEREFORD , Non Dairy , F , 0 to 6 months ,693
 Wales , HEREFORD , Non Dairy , F , 6 to 12 months ,"1,061"
 Wales , HEREFORD , Non Dairy , F , 12 to 18 months ,509
 Wales , HEREFORD , Non Dairy , F , 18 to 24 months ,940
 Wales , HEREFORD , Non Dairy , F , 24 to 30 months ,352
 Wales , HEREFORD , Non Dairy , F , 30 to 36 months ,651
 Wales , HEREFORD , Non Dairy , F , 36 to 42 months ,203
 Wales , HEREFORD , Non Dairy , F , 42 to 48 Months ,497
 Wales , HEREFORD , Non Dairy , F , 48 to 54 months ,173
 Wales , HEREFORD , Non Dairy , F , 54 to 60 months ,400
 Wales , HEREFORD , Non Dairy , F , 60 to 66 months ,162
 Wales , HEREFORD , Non Dairy , F , 66 to 72 months ,331
 Wales , HEREFORD , Non Dairy , F , 72 to 78 months ,149
 Wales , HEREFORD , Non Dairy , F , 78 to 84 months ,262
 Wales , HEREFORD , Non Dairy , F , 84 to 90 months ,114
 Wales , HEREFORD , Non Dairy , F , 90 to 96 months ,232
 Wales , HEREFORD , Non Dairy , F , 96 to102 months ,110
 Wales , HEREFORD , Non Dairy , F , 102+months ,851
 Wales , HEREFORD , Non Dairy , F ,,5
 Wales , HEREFORD , Non Dairy , M , 0 to 6 months ,646
 Wales , HEREFORD , Non Dairy , M , 6 to 12 months ,"1,056"
 Wales , HEREFORD , Non Dairy , M , 12 to 18 months ,485
 Wales , HEREFORD , Non Dairy , M , 18 to 24 months ,674
 Wales , HEREFORD , Non Dairy , M , 24 to 30 months ,206
 Wales , HEREFORD , Non Dairy , M , 30 to 36 months ,182
 Wales , HEREFORD , Non Dairy , M , 36 to 42 months ,58
 Wales , HEREFORD , Non Dairy , M , 42 to 48 Months ,121
 Wales , HEREFORD , Non Dairy , M , 48 to 54 months ,31
 Wales , HEREFORD , Non Dairy , M , 54 to 60 months ,85
 Wales , HEREFORD , Non Dairy , M , 60 to 66 months ,29
 Wales , HEREFORD , Non Dairy , M , 66 to 72 months ,66
 Wales , HEREFORD , Non Dairy , M , 72 to 78 months ,19
 Wales , HEREFORD , Non Dairy , M , 78 to 84 months ,28
 Wales , HEREFORD , Non Dairy , M , 84 to 90 months ,21
 Wales , HEREFORD , Non Dairy , M , 90 to 96 months ,32
 Wales , HEREFORD , Non Dairy , M , 96 to102 months ,12
 Wales , HEREFORD , Non Dairy , M , 102+months ,77
 Wales , HEREFORD , Non Dairy , M ,,1
 Wales , HEREFORD (BLACK) , Non Dairy , F , 102+months ,11
 Wales , X , Non Dairy , F , 102+months ,80
 Wales , X , Non Dairy , M , 102+months ,2
 Wales , HEREFORD (RED) , Non Dairy , F , 102+months ,10
 Wales , X , Non Dairy , F , 102+months ,32
 Wales , HEREFORD X , Non Dairy , F , 0 to 6 months ,"3,513"
 Wales , HEREFORD X , Non Dairy , F , 6 to 12 months ,"4,531"
 Wales , HEREFORD X , Non Dairy , F , 12 to 18 months ,"3,148"
 Wales , HEREFORD X , Non Dairy , F , 18 to 24 months ,"3,490"
 Wales , HEREFORD X , Non Dairy , F , 24 to 30 months ,"1,694"
 Wales , HEREFORD X , Non Dairy , F , 30 to 36 months ,"1,646"
 Wales , HEREFORD X , Non Dairy , F , 36 to 42 months ,895
 Wales , HEREFORD X , Non Dairy , F , 42 to 48 Months ,"1,239"
 Wales , HEREFORD X , Non Dairy , F , 48 to 54 months ,945
 Wales , HEREFORD X , Non Dairy , F , 54 to 60 months ,"1,090"
 Wales , HEREFORD X , Non Dairy , F , 60 to 66 months ,770
 Wales , HEREFORD X , Non Dairy , F , 66 to 72 months ,"1,014"
 Wales , HEREFORD X , Non Dairy , F , 72 to 78 months ,844
 Wales , HEREFORD X , Non Dairy , F , 78 to 84 months ,"1,052"
 Wales , HEREFORD X , Non Dairy , F , 84 to 90 months ,794
 Wales , HEREFORD X , Non Dairy , F , 90 to 96 months ,852
 Wales , HEREFORD X , Non Dairy , F , 96 to102 months ,570
 Wales , HEREFORD X , Non Dairy , F , 102+months ,"4,366"
 Wales , HEREFORD X , Non Dairy , F ,,27
 Wales , HEREFORD X , Non Dairy , M , 0 to 6 months ,"3,539"
 Wales , HEREFORD X , Non Dairy , M , 6 to 12 months ,"4,363"
 Wales , HEREFORD X , Non Dairy , M , 12 to 18 months ,"2,817"
 Wales , HEREFORD X , Non Dairy , M , 18 to 24 months ,"2,871"
 Wales , HEREFORD X , Non Dairy , M , 24 to 30 months ,"1,029"
 Wales , HEREFORD X , Non Dairy , M , 30 to 36 months ,376
 Wales , HEREFORD X , Non Dairy , M , 36 to 42 months ,58
 Wales , HEREFORD X , Non Dairy , M , 42 to 48 Months ,54
 Wales , HEREFORD X , Non Dairy , M , 48 to 54 months ,20
 Wales , HEREFORD X , Non Dairy , M , 54 to 60 months ,19
 Wales , HEREFORD X , Non Dairy , M , 60 to 66 months ,14
 Wales , HEREFORD X , Non Dairy , M , 66 to 72 months ,10
 Wales , HEREFORD X , Non Dairy , M , 72 to 78 months ,7
 Wales , HEREFORD X , Non Dairy , M , 78 to 84 months ,7
 Wales , HEREFORD X , Non Dairy , M , 84 to 90 months ,4
 Wales , HEREFORD X , Non Dairy , M , 90 to 96 months ,5
 Wales , HEREFORD X , Non Dairy , M , 96 to102 months ,5
 Wales , HEREFORD X , Non Dairy , M , 102+months ,51
 Wales , HEREFORD X , Non Dairy , M ,,15
 Wales , HIGHLAND , Non Dairy , F , 0 to 6 months ,29
 Wales , HIGHLAND , Non Dairy , F , 6 to 12 months ,50
 Wales , HIGHLAND , Non Dairy , F , 12 to 18 months ,31
 Wales , HIGHLAND , Non Dairy , F , 18 to 24 months ,78
 Wales , HIGHLAND , Non Dairy , F , 24 to 30 months ,26
 Wales , HIGHLAND , Non Dairy , F , 30 to 36 months ,89
 Wales , HIGHLAND , Non Dairy , F , 36 to 42 months ,27
 Wales , HIGHLAND , Non Dairy , F , 42 to 48 Months ,105
 Wales , HIGHLAND , Non Dairy , F , 48 to 54 months ,16
 Wales , HIGHLAND , Non Dairy , F , 54 to 60 months ,69
 Wales , HIGHLAND , Non Dairy , F , 60 to 66 months ,30
 Wales , HIGHLAND , Non Dairy , F , 66 to 72 months ,69
 Wales , HIGHLAND , Non Dairy , F , 72 to 78 months ,17
 Wales , HIGHLAND , Non Dairy , F , 78 to 84 months ,96
 Wales , HIGHLAND , Non Dairy , F , 84 to 90 months ,33
 Wales , HIGHLAND , Non Dairy , F , 90 to 96 months ,67
 Wales , HIGHLAND , Non Dairy , F , 96 to102 months ,10
 Wales , HIGHLAND , Non Dairy , F , 102+months ,281
 Wales , HIGHLAND , Non Dairy , F ,,1
 Wales , HIGHLAND , Non Dairy , M , 0 to 6 months ,28
 Wales , HIGHLAND , Non Dairy , M , 6 to 12 months ,46
 Wales , HIGHLAND , Non Dairy , M , 12 to 18 months ,21
 Wales , HIGHLAND , Non Dairy , M , 18 to 24 months ,47
 Wales , HIGHLAND , Non Dairy , M , 24 to 30 months ,13
 Wales , HIGHLAND , Non Dairy , M , 30 to 36 months ,68
 Wales , HIGHLAND , Non Dairy , M , 36 to 42 months ,13
 Wales , HIGHLAND , Non Dairy , M , 42 to 48 Months ,21
 Wales , HIGHLAND , Non Dairy , M , 48 to 54 months ,7
 Wales , HIGHLAND , Non Dairy , M , 54 to 60 months ,9
 Wales , HIGHLAND , Non Dairy , M , 60 to 66 months ,8
 Wales , HIGHLAND , Non Dairy , M , 66 to 72 months ,1
 Wales , HIGHLAND , Non Dairy , M , 78 to 84 months ,6
 Wales , HIGHLAND , Non Dairy , M , 90 to 96 months ,6
 Wales , HIGHLAND , Non Dairy , M , 96 to102 months ,3
 Wales , HIGHLAND , Non Dairy , M , 102+months ,32
 Wales , HIGHLAND X , Non Dairy , F , 0 to 6 months ,13
 Wales , HIGHLAND X , Non Dairy , F , 6 to 12 months ,18
 Wales , HIGHLAND X , Non Dairy , F , 12 to 18 months ,8
 Wales , HIGHLAND X , Non Dairy , F , 18 to 24 months ,13
 Wales , HIGHLAND X , Non Dairy , F , 24 to 30 months ,6
 Wales , HIGHLAND X , Non Dairy , F , 30 to 36 months ,4
 Wales , HIGHLAND X , Non Dairy , F , 36 to 42 months ,7
 Wales , HIGHLAND X , Non Dairy , F , 42 to 48 Months ,3
 Wales , HIGHLAND X , Non Dairy , F , 48 to 54 months ,9
 Wales , HIGHLAND X , Non Dairy , F , 60 to 66 months ,2
 Wales , HIGHLAND X , Non Dairy , F , 66 to 72 months ,2
 Wales , HIGHLAND X , Non Dairy , F , 72 to 78 months ,4
