SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_Result_PS_NG,PSPMBAResultMBA1,PSPMBAResultMBA2,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired,SampleNumber2
BTX/2006/2331,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2006-12-18,2006-12-19,Native Oysters,Insufficient,,,,Unable to analyse,,<RL,Additional sample in January,BTX/2006/2331
BTX/2006/2332,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2006-12-18,2006-12-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/2332
BTX/2006/2336,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2006-12-18,2006-12-19,Mussels,NG,,,,Insufficient,,<RL,Additional sample in January,BTX/2006/2336
BTX/2006/2337,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2006-12-18,2006-12-20,Mussels,Insufficient,,,,,NEGATIVE,<RL,Additional sample in January,BTX/2006/2337
BTX/2006/2340,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2006-12-19,2006-12-20,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/2340
BTX/2006/2341,Dart,B028I,South Hams DC,SX88474892,Compass Cove,2006-12-18,2006-12-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/2341
BTX/2006/2342,Exe,B026E,Teignbridge DC,SX97808090,Pool,2006-12-18,2006-12-20,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2006/2342
BTX/2006/2343,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2006-12-19,2006-12-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/2343
BTX/2007/0001,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2007-01-08,2007-01-09,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0001
BTX/2007/0002,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2007-01-08,2007-01-09,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0002
BTX/2007/0003,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2007-01-08,2007-01-09,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0003
BTX/2007/0004,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2007-01-08,2007-01-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0004
BTX/2007/0005,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2007-01-08,2007-01-09,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0005
BTX/2007/0006,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2007-01-08,2007-01-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0006
BTX/2007/0007,Exe,B26AT,East Devon DC,SY99698050,Beacon Point,2007-01-08,2007-01-09,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/0007
BTX/2007/0008,Brancaster,B005S,Kings Lynn & W Norfolk BC,TF815457,Norton Creek,2007-01-08,2007-01-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0008
BTX/2007/0009,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2007-01-08,2007-01-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0009
BTX/2007/0010,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2007-01-08,2007-01-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0010
BTX/2007/0011,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2007-01-08,2007-01-09,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0011
BTX/2007/0012,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-01-09,2007-01-10,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0012
BTX/2007/0013,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2007-01-09,2007-01-10,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0013
BTX/2007/0014,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-01-09,2007-01-10,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0014
BTX/2007/0044,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2007-01-15,2007-01-15,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0044
BTX/2007/0045,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-01-14,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0045
BTX/2007/0046,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-01-14,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0046
BTX/2007/0047,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-01-14,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0047
BTX/2007/0048,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2007-01-15,2007-01-16,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0048
BTX/2007/0049,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2007-01-15,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0049
BTX/2007/0050,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-01-15,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0050
BTX/2007/0051,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2007-01-15,2007-01-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0051
BTX/2007/0052,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2007-01-15,2007-01-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0052
BTX/2007/0053,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2007-01-15,2007-01-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0053
BTX/2007/0063,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2007-07-15,2007-07-17,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0063
BTX/2007/0064,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2007-01-16,2007-07-17,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0064
BTX/2007/0066,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2007-01-16,2007-07-17,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0066
BTX/2007/0067,Poole,B054P,Poole BC,SY99538768,Hamworthy,2007-01-16,2007-07-17,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0067
BTX/2007/0068,Camel,B035K,North Cornwall DC,SW92387395,Little Petherick Creek,2007-01-16,2007-07-17,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0068
BTX/2007/0069,Walton Backwaters,B011C,Tendring DC ,TM22202470,Kirby Creek - South,2007-01-16,2007-07-17,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0069
BTX/2007/0070,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2007-01-16,2007-07-17,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0070
BTX/2006/0093,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2007-01-22,2007-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/0093
BTX/2006/0094,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2007-01-22,2007-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/0094
BTX/2006/0095,Exe,B026E,Teignbridge DC,SX97808090,Pool,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0095
BTX/2006/0096,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0096
BTX/2006/0097,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2007-01-22,2007-01-23,Native Oysters,NG,,,,Insufficient,,<RL,Follow up samples requested,BTX/2006/0097
BTX/2006/0098,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-01-22,2007-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/0098
BTX/2006/0099,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0099
BTX/2006/0100,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2007-01-22,2007-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/0100
BTX/2006/0101,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-01-22,2007-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2006/0101
BTX/2006/0102,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0102
BTX/2006/0103,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0103
BTX/2006/0104,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2007-01-22,2007-01-23,Mussels,NG,,,,Insufficient,,<RL,Follow up samples requested,BTX/2006/0104
BTX/2006/0105,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-01-22,2007-01-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0105
BTX/2006/0107,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-01-23,2007-01-24,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2006/0107
BTX/2006/0108,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0108
BTX/2006/0109,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0109
BTX/2006/0110,Yealm,B031F,Plymouth PHA,SX54174891,Thorn,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0110
BTX/2006/0111,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0111
BTX/2006/0112,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0112
BTX/2006/0113,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0113
BTX/2006/0114,Burry Inlet,B038A,Carmarthenshire CC,SS50009740,North (East),2007-01-22,2007-01-24,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2006/0114
BTX/2006/0115,Dart,B028F,South Hams DC,SX87415599,Waddeton,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0115
BTX/2006/0116,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0116
BTX/2006/0117,Swale,B076F,Swale BC,TR04206510,River Swale #6,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0117
BTX/2006/0118,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2007-01-23,2007-01-24,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2006/0118
BTX/2007/0129,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2007-01-23,2007-01-25,Mussels,NG,,,,,NEGATIVE,,,BTX/2007/0129
BTX/2007/0130,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2007-01-22,2007-01-25,Mussels,NG,,,,,NEGATIVE,,,BTX/2007/0130
BTX/2007/0151,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-01-29,2007-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0151
BTX/2007/0152,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2007-01-29,2007-01-30,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0152
BTX/2007/0153,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2007-01-29,2007-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0153
BTX/2007/0154,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2007-01-29,2007-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0154
BTX/2007/0155,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-01-29,2007-01-30,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0155
BTX/2007/0159,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2007-01-30,2007-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0159
BTX/2007/0160,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2007-01-30,2007-01-31,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0160
BTX/2007/0161,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2007-01-30,2007-01-31,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0161
BTX/2007/0162,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2007-01-30,2007-01-31,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0162
BTX/2007/0163,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2007-01-30,2007-01-31,Mussels,Insufficient,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2007/0163
BTX/2007/0176,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-01-30,2007-02-01,Pacific Oysters,NG,,,,,NEGATIVE,,,BTX/2007/0176
BTX/2007/0194,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0194
BTX/2007/0195,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0195
BTX/2007/0196,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0196
BTX/2007/0197,Exe,B26AT,East Devon DC,SY99698050,Beacon Point,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0197
BTX/2007/0198,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2007-02-05,2007-02-06,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0198
BTX/2007/0199,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0199
BTX/2007/0200,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0200
BTX/2007/0201,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0201
BTX/2007/0202,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2007-02-05,2007-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0202
BTX/2007/0203,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0203
BTX/2007/0204,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0204
BTX/2007/0205,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0205
BTX/2007/0206,The Wash,,Boston BC,,Zone 2,2007-02-05,2007-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0206
BTX/2007/0210,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-02-06,2007-02-07,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0210
BTX/2007/0211,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-02-06,2007-02-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0211
BTX/2007/0212,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-02-06,2007-02-07,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0212
BTX/2007/0213,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-02-06,2007-02-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0213
BTX/2007/0214,The Wash,,Boston BC,,Zone 2,2007-02-06,2007-02-07,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0214
BTX/2007/0215,The Wash,,Boston BC,,Zone 1,2007-02-06,2007-02-07,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0215
BTX/2007/0216,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2007-02-06,2007-02-07,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0216
BTX/2007/0217,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2007-02-05,2007-02-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0217
BTX/2007/0218,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-02-06,2007-02-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0218
BTX/2007/0219,Poole,B054P,Poole BC,SY99538768,Hamworthy,2007-02-06,2007-02-07,Mussels,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2007/0219
BTX/2007/0220,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2007-02-06,2007-02-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0220
BTX/2007/0234,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2007-02-07,2007-02-08,Mussels,NG,,,,,NEGATIVE,,,BTX/2007/0234
BTX/2007/0235,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2007-02-06,2007-02-08,Surf Clams,,ND,ND,ND,,NEGATIVE,,,BTX/2007/0235
BTX/2007/0256,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2007-02-12,2007-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0256
BTX/2007/0257,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2007-02-12,2007-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0257
BTX/2007/0258,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2007-02-12,2007-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0258
BTX/2007/0259,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2007-02-12,2007-02-13,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0259
BTX/2007/0260,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2007-02-12,2007-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0260
BTX/2007/0261,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2007-02-12,2007-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0261
BTX/2007/0262,Portland,B025Z,Weymouth PHA,SY66277626,Abbotsbury Oysters,2007-02-13,2007-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0262
BTX/2007/0272,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-02-13,2007-02-14,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0272
BTX/2007/0273,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-02-13,2007-02-14,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0273
BTX/2007/0274,Camel,B035K,North Cornwall DC,SW92387395,Little Petherick Creek,2007-02-13,2007-02-14,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0274
BTX/2007/0275,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-02-13,2007-02-14,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0275
BTX/2007/0276,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2007-02-13,2007-02-14,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0276
BTX/2007/0277,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2007-02-13,2007-02-14,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0277
BTX/2007/0278,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-02-13,2007-02-14,Native Oysters,NG,,,,,,,,BTX/2007/0278
BTX/2007/0279,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-02-13,2007-02-14,Mussels,PS,ND,ND,ND,,,,,BTX/2007/0279
BTX/2007/0297,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2007-02-19,2007-02-20,Cockles,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2007/0297
BTX/2007/0298,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2007-02-19,2007-02-20,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0298
BTX/2007/0299,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2007-02-19,2007-02-20,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0299
BTX/2007/0300,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2007-02-19,2007-02-20,Cockles,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2007/0300
BTX/2007/0301,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0301
BTX/2007/0302,The Wash,,Boston BC,,Zone 2,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0302
BTX/2007/0303,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0303
BTX/2007/0304,The Wash,,Boston BC,,Zone 2,2007-02-19,2007-02-20,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0304
BTX/2007/0305,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2007-02-19,2007-02-20,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0305
BTX/2007/0306,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0306
BTX/2007/0307,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2007-02-19,2007-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0307
BTX/2007/0308,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2007-02-19,2007-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0308
BTX/2007/0309,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2007-02-19,2007-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0309
BTX/2007/0310,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2007-02-19,2007-02-20,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0310
BTX/2007/0311,Newtown,B022E,Isle of Wight Council,SZ42709110,Clamerkin Creek,2007-02-19,2007-02-20,Hard Clams,,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/0311
BTX/2007/0312,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0312
BTX/2007/0313,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-02-19,2007-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0313
BTX/2007/0314,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0314
BTX/2007/0315,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0315
BTX/2007/0316,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0316
BTX/2007/0317,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-02-19,2007-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0317
BTX/2007/0318,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2007-02-19,2007-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0318
BTX/2007/0319,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-02-19,2007-02-20,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0319
BTX/2007/0323,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2007-02-20,2007-02-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0323
BTX/2007/0324,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2007-02-20,2007-02-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/0324
BTX/2007/0325,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-02-20,2007-02-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0325
BTX/2007/0326,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-02-20,2007-02-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0326
BTX/2007/0327,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-02-20,2007-02-21,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0327
BTX/2007/0328,The Wash,,Boston BC,,Zone 1,2007-02-20,2007-02-21,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/0328
BTX/2007/0329,Dart,B028F,South Hams DC,SX87415599,Waddeton,2007-02-20,2007-02-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/0329
