ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-273.97 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-295.04 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-109.81 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-118.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002171406,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,225.08 ,FOSTER PARENTS BASIC ALLOWANCE,V002171407,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,197.78 ,FOSTER PARENTS BASIC ALLOWANCE,V002171407,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171408,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,273.96 ,FOSTER PARENTS BASIC ALLOWANCE,V002171409,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,265.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002171410,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,265.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002171410,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,695.90 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171411,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171412,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,630.00 ,YOUNG PEOPLES RENTS,V002171413,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,134.40 ,YOUNGE PERSONS ALLOWANCE,V002171414,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,127.00 ,YOUNG PEOPLES RENTS,V002171414,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,7.00 ,CHILDRENS SUBSISTENCE,V002171414,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171415,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,160.40 ,FOSTER PARENTS BASIC ALLOWANCE,V002171416,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,550.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002171417,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,252.50 ,FOSTER PARENTS BASIC ALLOWANCE,V002171418,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,94.58 ,FOSTER PARENTS BASIC ALLOWANCE,V002171418,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,376.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002171419,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,25.30 ,FOSTER PARENTS BASIC ALLOWANCE,V002171420,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171421,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171421,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,136.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002171422,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,136.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002171422,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,592.88 ,FOSTER PARENTS BASIC ALLOWANCE,V002171423,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,576.68 ,FOSTER PARENTS BASIC ALLOWANCE,V002171423,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,592.88 ,FOSTER PARENTS BASIC ALLOWANCE,V002171423,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171424,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,466.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171425,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,225.92 ,FOSTER PARENTS BASIC ALLOWANCE,V002171426,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,144.60 ,FOSTER PARENTS BASIC ALLOWANCE,V002171427,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171428,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,221.28 ,FOSTER PARENTS BASIC ALLOWANCE,V002171429,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171430,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171430,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171430,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171430,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,209.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002171431,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,209.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002171431,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,238.40 ,FOSTER PARENTS BASIC ALLOWANCE,V002171432,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171433,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171433,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171433,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171433,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,343.46 ,FOSTER PARENTS BASIC ALLOWANCE,V002171434,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,342.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002171434,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,295.46 ,FOSTER PARENTS BASIC ALLOWANCE,V002171434,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171435,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171435,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171435,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171435,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.12 ,FOSTER PARENTS BASIC ALLOWANCE,V002171436,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,134.40 ,YOUNGE PERSONS ALLOWANCE,V002171437,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,144.00 ,YOUNG PEOPLES RENTS,V002171437,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,33.29 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,42.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,1572.00 ,PROFESSIONAL FEES,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,75.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-56.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-199.00 ,CHRISTMAS/FESTIVAL ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,-85.71 ,FOSTER PARENTS BASIC ALLOWANCE,V002171438,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,229.58 ,FOSTER PARENTS BASIC ALLOWANCE,V002171439,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,398.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171440,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,320.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171440,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,134.40 ,YOUNGE PERSONS ALLOWANCE,V002171441,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,268.40 ,FOSTER PARENTS BASIC ALLOWANCE,V002171442,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,1200.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171443,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,318.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171443,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171443,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,159.00 ,EQUIPMENT - GENERAL,V002171443,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,296.32 ,FOSTER PARENTS BASIC ALLOWANCE,V002171444,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,244.52 ,FOSTER PARENTS BASIC ALLOWANCE,V002171444,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171445,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171445,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171445,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,600.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002171445,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/12/2023,390.95 ,EQUIPMENT - GENERAL,V002171445,,,,,,,,,
